What is your Vassal handle?,What is your Discord name (User#0000)?,Paste your new YASB Squad link here:,
Zerotorque84,zerotorque84-dave#0151,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z6XWWWW142Y55X132WWY25XWWW3WWWY63XW113WWWWWW&sn=David%20Burger%20JTO&obs=,
Wrecker,Wrecker#2531,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z189X133W138W99WWWY202XWW249Y228XY216XW26W49WWWWW&sn=Yan%20Picard%20JTO&obs=,
PorgHealy,Dead1yPorg#0208,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z117XW136W12W36W80WWWY105X115W232W99W47WWWW153WY141X206WWWW&sn=Jarrad%20Healy%20JTO&obs=,
RangdaBangda,RangdaBangda#5706,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z296X195WW175W198WWY253XW2WW175WWWY244XWWWW174WWW&sn=RangdaBangda%20JTO&obs=,
rearview,Rearview,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z382X116WWWY263XW186W236Y259X202WWW114WY289XWW37WWWWW108&sn=Eric%20Dignard%20JTO&obs=,
ilov3cupcak3s,ilov3cupcak3s #1392,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400XW10WWW96WWY88X137WWW2W316WWY115XWWWWWWW159WY130XWWWWW&sn=ilov3cupcak3s%20JTO&obs=,
Shadow1,Shadow1,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z158XWWWY110XWW55W96WW155WY121X118WW93WWWY122XWWWWY157XWWW&sn=Marek%20Marcinkiewicz%20JTO&obs=coreasteroid5,core2asteroid1,core2asteroid5",
Jef Dynasty,Jef Dynasty #1082,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z267X122WW105Y233XW186WY267X131W206WY237X126WWW102&sn=Jeff%20Wake%20JTO&obs=,
Michael Spin,Spinner#3228,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z55X122WWY21XWWW2WY36XWW46WWW140Y54XWW&sn=Mike%20Spin%20JTO&obs=gascloud1,gascloud2,gascloud3",
WesleyvW,BoxerlessBossk#6038,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z156X132W101W93W236Y85X116W138W234WW1WW95WY143X206WW71WWY158XWWWY247XW&sn=Wesley%20van%20Wensen%20JTO&obs=,
intoxicatedALF,intoxicatedALF#1186,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z358X115WY325XW70WW236WY335XWWW217WWWWWY327XWWWW237Y327XWWWW&sn=Aaron%20Furminger%20JTO&obs=,
Ajay2017,Ajay2017#8782,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z129XW135WW9W93W165Y149XWW135WW163WY154XW11W100WW62WWW106W&sn=Ion%20Madness&obs=coreasteroid0,coreasteroid1,coreasteroid2",
RebelRogue,RebelRogue #2624,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z287X125WWW102Y285X126WWWW112WY384XWWWY397XW206WWWW&sn=Adam%20Nieting%20JTO&obs=,
DanMcCarthy326,madmc326#8558,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z280X136W59WWW106Y313X250WW201WY323X113W241W136&sn=Dan%20McCarthy%20JTO&obs=,
sappitytappity,sappity#6947,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z149X126W111W135W249WY143X178WWW95W108Y95X118W45WY159XW95WY248XW&sn=Dylan%20Emde%20JTO&obs=,
geedogjones,geedogjones,"https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z306X124WW207WY328XW223W164WY311XWWY358XWY329XWW224WW&sn=geedogjonesjto&obs=coreasteroid5,vt49decimatordebris2,gascloud1",
Lysander,Lybo,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z299XW2W164W175WW171WY347X186WWW61WWWY256XW5WW175W186WW11Y345XWWW&sn=Lysander&obs=,
CrazyVulcan,CrazyVulcan#1781,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z351X122WW11W234W244WW196W106Y380XWWWWWY352XWWW192W191WWY254XWW175WWW&sn=Christopher%20Peters%20JTO&obs=,
BobbyMoose,BobbyMoose#1331,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z261XWY385X126WWW88W240W166Y263XW206W165Y259XWW182WWY265XW&sn=Vincent%20Hamelin%20JTO&obs=,
JM,Nutano#3205,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z250XWW231WWWWWY245XWWWWWWWY301XWWY350XWW54W&sn=JM%20JTO&obs=,
Ethan421,fuckface (User#3781),https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z214XWWWWWW316WWY196XWWWY207XWW100WWWWW&sn=Ethan421%20JTO&obs=,
Paul Johnson NZ,Paul Johnson NZ,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z63XWW137W58WWWW148Y71XWWW4W167Y69XWWWWY49XWWWW&sn=Paul%20Johnson%20JTO&obs=,
gadwag,gadwag#1395,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z272XWW234W218WWWW216WY324X234WW70WWY307XW207WY327XWW221WW&sn=Daniel%20Smith%20JTO&obs=,
Dan,ddsunder#9812,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z15XY392XWWW137W59WWW81W148Y69X116WWW0W167Y55XWW&sn=Dan%20JTO%20Rebel&obs=gascloud1,gascloud2,gascloud6",
bulegar ,Bulegar,"https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z244XWW30W245W189WW164W193Y239X122W124WWY380XWWW165WWY380XWWWWW&sn=Carlo%20Veltri%20JTO&obs=coreasteroid0,vt49decimatordebris2,core2asteroid0",
VictoryOfEagles,User#8801,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z119X118W100W94WW236WY103XWW311WWWWW153W85Y156XWWW&sn=%5BCurtis%20B%20JTO%5D&obs=gascloud1,gascloud2,gascloud6",
Jeremy Wilson,Kanosh#5821,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285X125WW101W86W240WY289X206WW30WWWWWY233X123WWY268XW&sn=Jeremy%20Wilson%20JTO&obs=vt49decimatordebris1,vt49decimatordebris2,core2asteroid2",
PhilK,pakirby#0989,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z185X50WW164Y394XWW311Y217XWY205XW135WWWW69WW&sn=Phil%20Kirby%20JTO&obs=,
xray8763,Xray8763#7766,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z174XWW102W108Y185X34WW249Y175XW111WWY177XWWW&sn=Ray%20Wickham%20JTO&obs=,
Darth Natcho,darth natcho #0511,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z288X318WW30W194WW11W240WY235X181W206WY397XWW101W182WWY268XW&sn=Jerry%20Hoult%20JTO&obs=,
Bromak,User#8849,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z297XW312WW175WWWY246X124WWWWWWWY387XWWWY348XW230W&sn=Charlie%20Ligato%20JTO&obs=,
Bigfoot,Bigfoot18#2271,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z277X74W233WWY277XWW201W211Y274XW6W200WY332XWWW&sn=Michael%20Langley%20JTO&obs=,
Doug,flyersfors21#0449,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z335X124W232WW37WW317WWWY344XW223WW229Y325XWWW106WY343XW208WY310X224WW&sn=Douglas%20Foglein%20JTO&obs=,
Wurms,Wurms,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z262XWWY233XWWY384XWWWY261X177WY397XWW99WWW&sn=Patrick%20Hanson%20JTO&obs=,
Skywatcher1138,Alfred_S#1919,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z92X99W43W16WWW110W152Y127X127W48WWW108WY116X131WWWWWWW159W&sn=Alfred%20Schnabel%20JTO&obs=vt49decimatordebris1,vt49decimatordebris2,core2asteroid2",
SciFighter,SciFighter6958,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z187XWWWWWY209XWWWY211XWWWY214XWWWWWWWW147&sn=Jankdown&obs=core2asteroid0,core2asteroid1,core2asteroid2",
BRIAN TWIGG,eltwigg#9413,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z52XW127W101Y18XW311WWWWW71W166Y21XW112WWWY68XWWW&sn=Brian%20Terwilliger%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
brien,brien robles-slim (CST)#3491,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161X127WW136W98W104WY168XW12WWW164W162Y169X250WWY229X&sn=Brien%20Robles%20JTO&obs=,
Fengel,Fengel#3076,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z170X74WWY180XWWY204XWW98WWWWWY168XWW27WW165W162&sn=Frank%20Fengel%20JTO&obs=,
Herschet,Herschet#3836,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z24XW234WWY27X116W137W136WW164W68WY54XW102W166Y15X&sn=Random%20Squad&obs=,
Toast,ButteredToast#8878,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X125W177W101WY266XWWY259XWW76WWY287XW186WW311&sn=Toast%20JTO&obs=,
Brack Daddy,Brack Daddy#3493,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209X132WW70WY191XW134W101WWW68WW110Y201X124W113W82W166&sn=Brack%20Lee%20JTO&obs=,
TruksonSWE,Trukson,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z186X33W15W165Y207XWW238WWW69W316W109Y199X126W111W82W&sn=Elias%20Holmgren%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
NickArrow,NickArrow,"https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z326X134WWW109WY311XW208W236Y334XWW134WWWWW216W222Y308XWW&sn=NickArrowJTO&obs=yt2400debris0,yt2400debris1,yt2400debris2",
Jyico,Jyico#0658,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242X256W178W99W182W112W106Y268X177WY289XWW184WW30W13W112W108&sn=Jyico%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
JamaicanLumberjack,JamaicanLumberjack#8217,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z211X133W82WW108Y169X251W114W98Y166X114W10W15WW109W162&sn=Michael%20Grieb%20JTO&obs=,
Steve,SteveTheFifth#3560,"https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z379XW230WWWWY388XWWY378XWWWWWW315Y389XWWWWWWWWY380XWWWWW&sn=Colin%20Miner%20JTO&obs=vt49decimatordebris2,gascloud3,gascloud6",
Targaradude,Targaradude  #5346,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z364X127W138W234WW6WW211Y319XWY318XW98WY360XW137W234WW4W71WY320XWW&sn=Charles%20Fletcher%20JTO&obs=,
dudeseph_____,boredompwndu#1271,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z140XW178W37W71WWY81XWWWWWWW151Y109XWWWWWY230X36WWWWW&sn=Tom%20Buis%20JTO&obs=,
black2710,Kenobi #6338,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z323XWW234Y280X134WWWWY366XW138WWWWWY360XWW234WWWW105&sn=Black2710%20JTO&obs=,
donfonni,donfonni,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z323X113WW136Y274XW213W200WY342XWW254W89WWY362XWWWWWW&sn=donfonni%20JTO&obs=gascloud1,gascloud2,gascloud3",
Tyler E,CERPINTAXT#3454,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z44X124WW88W41WWWW154Y66X116WWW137W167Y6XWW2W165W142&sn=Tyler%20E%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
khellendros,#3649,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z276X203W252W201W236Y362XW137W234W88W254W70W108Y317X115WWY318XWW108&sn=Geoff%20Frost%20JTO&obs=https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z276X203W252W201W236Y362XW137W234W88W254W70W108Y317X115WWY318XWW108&sn=Geoff%20Frost%20JTO&obs=,
DirtClod16,DirtClod,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z76X240WWW134W249W313Y22XW113W136W5W165Y66X118W46WW138W&sn=Ben%20Pappas%20JTO&obs=coreasteroid5,core2asteroid1,core2asteroid3",
Admiral Kuna,admiralkuna#0803,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z272X203WWW32WWWWWY358XWY327XW311WWWY326X134WW70WW237&sn=Arkadiusz%20Kuna%20JTO&obs=,
Micheal[ZA],Micheal[ZA]#4506,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z104X124WW100WW316WWW146W70Y399XWY125XWWWWW&sn=Micheal%20Wells%20JTO&obs=vt49decimatordebris0,gascloud1,gascloud6",
Martyn Chivers,Chivvy12#1777,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z169XW111W101Y184XW15WWY177XW240W311WY190XW97WWW&sn=Martyn%20Chivers%20JTO&obs=coreasteroid0,vt49decimatordebris2,gascloud4",
Dale Cromwell,CraftedRed#4028,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383X126WWWY397X122W186WW86W240WY289X186W185W183WWWWW&sn=Dale%20Cromwell%20JTO&obs=,
SpaceCakePorg,SpaceCakePorg,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z267X118W206W166Y251XWWWWWWWY243XWWW182WWY242XWWWWW&sn=Agata%20Pikulska%20JTO&obs=gascloud4,gascloud5,gascloud6",
BazAvJoes,BazAvJoes#0944,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z189XWW102WWWY161X116WW135WWWY189X115WW101WWWY163XW240WW102WWY206XWWWW70WW&sn=Barrie%20Robertson%20JTO,
StevieB,StevieB9720,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z76XW11WWWWY75XWWWWWWY15X166Y72XWWWWY47XWW46WWW&sn=StevieB-Wings&obs=,
TC,Fishlegs (#7999),"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z156XWWW166Y302XW164Y113X122WWWWWW156Y152XWWW63WWWWW&sn=Tom%20Candlin%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
MSA_JT_OPEN,MSA_JT_OPEN#9228,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z273XW226W201WY341XWW89W2WY338X132WWWWW&sn=MSA_JTO&obs=,
JamietheBruce,JamietheBruce#0579,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z188XWWWWWY195X128WW12WY207XWWWWWWWY183XW60WW&sn=Jamie%20Bruce%20JTO&obs=,
ESA_JT_OPEN,ESA_JT_OPEN#8513,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z23XWW234W4WY8XW134WWW142Y59XWW32WY57XW&sn=ESA_JTO&obs=,
Bremy,Bremy #0795,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z252X126W195W106W175W186WWY295XWWWWWWY244XWWWWWWW&sn=Christopher%20Bremner%20JTO&obs=,
Akurzen,Akurzen#7952,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z199X128W112WW164Y174X125W113W98WY224X132WY218XW249&sn=Sean%20Pohl%20JTO&obs=gascloud4,gascloud5,gascloud6",
Ben Doyle,Snootches#3650,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281X186W206WWWWWW106Y286XW234WY288X206WW183WWWWW&sn=Ben%20Doyle%20JTO&obs=,
ChopsNZ,Chops#4342,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z78XW234W30W81W7WY22XW112WWWY26XW138WWWW69W88&sn=Simon%20Heath%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
JVSfc,Kansascitian#1699,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z131X116WWWW95W110Y155XWWWWWWWY90X125WWWW80WWWY151XWWW&sn=Jonathan%20VanSickle%20JTO&obs=,
Timathius ,Timathius 5998,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z361X138WWW213WWY331XWWW234Y341XWWW241WY366XW138W135W88WW70W&sn=Tim%20Hilton%20JTO&obs=,
Furious George,Furious George #4185 ,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z336XW136W54WW221WW216WY324X134W100WWWY337XWW106Y305XW223WW229&sn=It%27s%20my%20programming%20%3A(&obs=,
Azaghal,Azaghal#6224,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z382X117W318W311WY383X117W177W98W166Y242XW186W100W86WW108&sn=FOaces&obs=,
Farreg,Farreg#1347,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z333XW240W214WY277X250WWW247Y312XWWWY277X74WW201W&sn=Greg%20Farrell%20JTO&obs=,
CB,Snake#0625,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z69X256WW164W5W167Y42XWWWW56WWWY75XWW232WWWW&sn=Christian%20Bonet%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
Robbo,Robbo #3423,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z239X172WWWY379X98W173WW164WWY352XW13W136WWW6WY378XWW195WW104WW&sn=Robbie%20Connolly%20JTO&obs=,
JKLOL,JKLOL#6971,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z27XW138W136W6W166W70WY2X133W136W7W106W142Y55XWWY14XW&sn=JKLOL%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
Kettch,Kettch#4217,"https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z329XWWWWY336XW136WWW221WW216WY307XWWY334XWWWWWWWW&sn=Thomas%20Schulte%20JTO&obs=coreasteroid4,core2asteroid0,core2asteroid2",
Kimberly Colas,harald85,"https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z347X186WWWW32WWY270XWWW206Y256XW196WW175WWWY297XWWW175WWW&sn=Kimberly%20Colas%20JTO&obs=coreasteroid0,coreasteroid2,coreasteroid4 ",
BuzzBox,BuzzBox#1697,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z182X106WY163X133WW234W99W106W139WWY191X113WW99WWWWWY176X240WW106&sn=Justin%20Ti-%20JTO&obs=,
clanofwolves,clanofwolves,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z77XWWWW7WY39XWWWWW157W96Y49XWWWW&sn=David%20Bryson%20JTO&obs=,
badmedicine22,badmedicine22 #6966,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z152X124WW99W66W53W80W92W106W150Y86X122W137WW79WW317WWY398X126WWWY160XWW&sn=Random%20Squad&obs=,
ChiefStief88,ChiefStief88,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z59X133WWWY63XWWWWWWWY24XWW5WY56XWW&sn=Matt%20Stief%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
Rinehart ,Rinehart#0927,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z83X122WWWW70WW236WY122XWWWWY303XY101XW234&sn=Rinehart%20Jank%20Tank&obs=,
Nick ZA,PrinceofWeasels#7542,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z270X133WWW186Y295XWWWWWWY244XWWWWWWWY345XWWW&sn=Nick%20Worsley%20JTO&obs=,
HeretikalOrca,HeretikalOrca#3832,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z233X256W202W108Y286X206W134W102Y386X186W136W99&sn=HeretikalOrca%20JTO&obs=,
Williarn,Williarn#3268,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z26X116W138W136W0W105WWY42X132W311WWWW249WWY49X68WW166WW&sn=William%20Krick%20JTO&obs=,
Porg Sondre,Sqwick,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z61X125W111W136W137W59W58W165W86W148Y49X70W41W164W107W156&sn=Sondre%20Auestad%20JTO&obs=,
Duke of Hobbies,DukeofHobbies#7036,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z322X116WW2WY332XW111W2WY341XWWWWY275XW252WW&sn=Nick%20Yurko%20JTO&obs=,
gregkash,gregkash#7147,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z184X125W37WW164Y164XW134W102W104W139WWY207XW234W97WWWWW249Y218XW&sn=gregkash%20-%20JTO&obs=,
Travis,Travis#9016,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z315XWWY273XWWWY280XWWWWY342X116WWWWW&sn=Travis%20Johannsen%20JTO&obs=coreasteroid3,coreasteroid5,core2asteroid5",
brettness37,brettness37#2654,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z227X119WY201XWWWY216XW30W50WW86WWWY206XWW98WWWW&sn=Brett%20Bird%20JTO&obs=,
Cmdr. Mark,Cmdr. Mark #1344,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X100WY277X72W6W200WY342XW134WW89W214WY338XWWWW252W&sn=Mark%20Sandey%20JTO&obs=gascloud4,gascloud5,gascloud6",
morgansd24,Morgansd24#0762,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z197X123W114W10W99Y188XW138W99W100WWY180X256W165W&sn=Morgan%20Sanders%20JTO&obs=,
Sycho,Sycho#3730,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z269XWY284XWW234W102Y285XW186WWW114WY283XWWW&sn=Sycho%20JTO&obs=core2asteroid1,core2asteroid3,core2asteroid4",
RealityLemon,#8692,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z171XW240W98Y171X73W112W99Y167X112WWWW236W162Y207XWW99WWW317WW109&sn=Mike%20Domino%20JTO&obs=,
Mando Joe,Mando Joe#5480,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242X116W178W100WWWY288X318WW32W59WW12W111WY384XW318WW&sn=Joey%20Crespino%20JTO&obs=gascloud1,gascloud2,gascloud3",
BrodyRules ,BrodyRules#9748,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z182X165W249Y167XW13WWW164W162Y170X204W111WY212XWWW164&sn=Drew%20Brody%20JTO&obs=,
jesedk,jesedk,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z173X199W112W99W105Y184XWWW164Y166XW11WWW165W162&sn=Jorge%20Silva%20JTO&obs=,
Toby Nathan,tobynathan83,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z143XWWWWY147X131W114WW247WY140XWWW70WWY88XWW85WWWW&sn=Toby%20Nathan%20JTO&obs=coreasteroid3,coreasteroid4,coreasteroid5",
Duff_N_Stuff,Kysoldier312 (#6403),"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z28X131WWWWWW88Y21XWWWWY71XWWWW167Y18XWWWW54WWW&sn=Duff_N_Stuff%20JTO&obs=gascloud3,gascloud4,gascloud5",
Sam (Tin Sqn),SamTinSquadron#8943,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z183X125W15W33W110Y188XW137WWWW108Y189XW138W102WWWY185X29WW&sn=SamTinSquadron%20JTO&obs=,
Mrhedgehogman,mrhedgehogman#8308,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321XWY361X137W135WWW70W164Y278X73WW201W236Y330X240WW136&sn=Chris%20Daykin%20JTO&obs=,
lepanto,dwdicarlo #3980,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z175XWW311WY216XWWWW82W317WWY187XWW97WWWY226X&sn=Dominick%20DiCarlo%20JTO&obs=,
Bobby Ott,Therealfunbobby,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z112XW43WWWWW156Y98X121W134Y142XW30WWWY141XWW316WW&sn=Fun%20Bobby%20JTO&obs=,
Woodford,eldaec#6701,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259XW99WW240WY284XW202WW101Y382X126WW99WY290XW&sn=Kevin%20JTO&obs=coreasteroid5,yt2400debris2,gascloud5",
skitau ,skitau#0920,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z111XWWWWY96XY90XWWWWWWWY126XWWWWW160Y94XWW&sn=Robert%20Blackstock%20JTO&obs=,
Neuromechanic,Neuromechanic,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z182XWY204XW234W102WWW70WW164Y184XW33WWY193XW234WWWWWW&sn=Colin%20Weber%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
Will CRNA,wpearce17#9638,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z119XW311WWW108W105Y107XWW102W48W68WWWY146XWWWWWW&sn=Will%20Pearce%20JTO&obs=,
GSPaintcast,GSPaintcast #4800,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z311XWWY305X132W220W105W229Y335XWWWWWW249W216WY354X248W&sn=Luke%20Carrington%20JTO&obs=,